Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;;
Australia;AUS;Índice de Gini;SI.POV.GINI;;;;;;;;;;;;;;;;;;;;;;31.3;;;;32.5;;;;33.2;;;;;;32.6;;;;;;33.5;;33.5;33.1;;;;35.4;;34.7;;;;34.4;;;;;;;
Australia;AUS;Crecimiento del PIB (% anual);NY.GDP.MKTP.KD.ZG;;2.485789429032;1.29590608067429;6.21461791058083;6.97853350773255;5.98356261115181;2.38254609165584;6.30251721073168;5.09588078246428;7.04423241840924;7.17220703641655;4.00372351928991;3.91265629379166;2.61339388837773;4.10355221488801;1.34997281728944;2.58763920112666;3.59750974774349;0.896784694168801;4.04350392041144;3.03406821566392;3.3379589496938;3.32840049046553;-2.22045813521454;4.58126949106862;5.24924090486381;4.03724724432439;2.55328541629207;5.74072859859231;3.8647095536645;3.57061742142551;-0.397231658736658;0.41252910915604;4.02940866924268;3.98269524456455;3.8360591178651;3.87861846178214;3.96649664429529;4.57669378261247;5.07358525786199;3.93309702604363;1.93088254446003;4.00137703160961;2.9859404859405;4.05555187381954;3.20416012202685;2.7945833156557;3.84430955287924;3.65791265061549;1.93692176952554;2.06746567730687;2.46278617259068;3.91816177220686;2.58487511083116;2.5331154467595;2.1926400283338;2.77065669252896;2.36761725296472;2.94033358170461;;;
Australia;AUS;Gasto en investigación y desarrollo (% del PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6665;;1.51645;;1.57558;;1.75161;;1.85456;;2.18552;;2.4037;;2.37586;2.23765;;2.1787;;1.91943;;;;;;
Austria;AUT;Índice de Gini;SI.POV.GINI;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;31.3;31.1;;30.2;;;28.8;;;29.5;29.8;28.7;29.6;30.6;30.4;31.5;30.3;30.8;30.5;30.8;30.5;30.5;30.8;29.7;;;;
Austria;AUT;Crecimiento del PIB (% anual);NY.GDP.MKTP.KD.ZG;;5.53797931684528;2.64867511295262;4.13826758157036;6.12435373762843;3.48017491799556;5.64286141093278;3.0080477977549;4.47231278246065;6.27586716607024;6.32114254507779;5.11496867127748;6.20786093023295;4.89043547139374;3.94213814114046;-0.36373570356109;4.57844537493344;5.07998080157401;-0.210653510515499;5.35669983191629;1.73148541873233;-0.144294460384657;2.0112543592022;2.97308798050202;0.0512752572163322;2.4986784919999;2.30139277876287;1.35716801466445;3.29588021671918;3.88707476589489;4.34564154381593;3.44162744917193;2.09352470997408;0.526809466130729;2.40211876560241;2.66798366152948;2.34953385169727;2.09359938952392;3.58142581460447;3.55633124664169;3.37572214708479;1.26716818922992;1.65155392186669;0.941470920725337;2.73512022241023;2.24406532463878;3.45404183614122;3.72741530093519;1.4604236757386;-3.76457817791677;1.83709367680054;2.92279728368581;0.680445576816723;0.0255047121972183;0.661272848852605;1.01450158590511;2.08260842829317;2.47644392123686;2.41976363780752;;;
Austria;AUT;Gasto en investigación y desarrollo (% del PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.58077;1.65491;1.73155;1.84537;1.88602;1.9921;2.06598;2.17456;2.16612;2.37324;2.35923;2.41843;2.56945;2.59674;2.7261;2.66868;2.91472;2.95492;3.08429;3.04979;3.12523;3.15743;;;;
Bélgica;BEL;Índice de Gini;SI.POV.GINI;;;;;;;;;;;;;;;;;;;;;;;;;;25.2;;;25.7;;;;25;;;28.4;;26.8;;;33.1;;;28.1;30.5;29.3;28.1;29.2;28.4;28.6;28.4;28.1;27.5;27.7;28.1;27.7;27.6;27.4;;;;
Bélgica;BEL;Crecimiento del PIB (% anual);NY.GDP.MKTP.KD.ZG;;4.97842306319197;5.21200350925528;4.35158428167051;6.95668473344102;3.56065983986036;3.15589498173408;3.86814694690112;4.19412962494732;6.62979979529467;5.59182153579063;3.98582729907382;5.29560444837105;6.38170206212551;4.56525806779197;-1.96594153429368;5.65274584149404;0.626154820730022;2.8418965781493;2.34107303835739;4.44405402410875;-0.279283604914966;0.59498691972091;0.311842764704281;2.46638261847068;1.65179285231029;1.82276215923669;2.30665938884269;4.72320893200748;3.46916680457367;3.13740246177889;1.83307427924075;1.53065483605788;-0.961873090440875;3.22697146648132;2.38475720698521;1.32147848811599;3.79364486135974;1.96184075078834;3.54273427701128;3.71667711251564;1.09961615969796;1.70688915887587;1.03795305343826;3.57119289125183;2.32173738004792;2.55235376695013;3.67691824085243;0.446916545344948;-2.02072581635507;2.86428532684397;1.69449744610768;0.739229905081658;0.459228050116039;1.57852322952448;2.0327889725624;1.51110603420099;1.96419275543016;1.45840535284985;;;
Bélgica;BEL;Gasto en investigación y desarrollo (% del PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.72963;1.79476;1.82362;1.89068;1.92236;2.02168;1.89073;1.83184;1.80898;1.78231;1.81426;1.84413;1.92413;1.98537;2.05081;2.15533;2.27334;2.33393;2.38729;2.46123;2.54569;2.59448;;;;
Canadá;CAN;Índice de Gini;SI.POV.GINI;;;;;;;;;;;;37.3;;;;33.3;;;;;;32.4;;;;;;31.5;;;;31;;;31.3;;;31.6;33.2;;33.3;;;;33.7;;;33.8;;;33.6;;;33.8;;;;;;;;
Canadá;CAN;Crecimiento del PIB (% anual);NY.GDP.MKTP.KD.ZG;;3.16329168371298;7.42538477443719;5.34954645713648;6.64289441498821;6.31671417557232;6.70499176434708;3.09120596217809;4.99566660464043;5.04545636736964;2.96001646382629;3.97025075884983;5.50968370660276;6.8357422586823;3.28032301082806;1.46123685558305;5.87863011736887;3.43815146184525;3.68350886682052;3.71116848303681;2.15553738839604;3.47412632772526;-3.18726208465479;2.60133945424239;5.90845704176621;4.7373998942865;2.14497205292487;4.07295912526591;4.41011097816946;2.31697930703483;0.164672535628625;-2.08608547652297;0.900259569351064;2.66085657684651;4.49446621724847;2.69397626803176;1.61917246554582;4.28004008396196;2.79654245411125;3.97048265202262;4.91776271410482;1.40552759732925;3.4221461500244;3.8110902009352;3.91402874984598;4.995860902324;4.16581761212105;6.86860885817526;1.00762267472483;-2.92840017856906;3.08949464089598;3.1468813637827;1.76227824360862;2.33017477258424;2.86845397086277;0.689906521518282;1.10709938479032;2.97856595447313;1.89697475634192;;;
Canadá;CAN;Gasto en investigación y desarrollo (% del PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61209;1.61921;1.71643;1.75587;1.86469;2.02831;1.97873;1.97478;2.00416;1.97759;1.94872;1.90857;1.8604;1.92227;1.82958;1.79132;1.7766;1.70964;1.71824;1.69718;1.69728;1591;1.55277;;;
Suiza;CHE;Índice de Gini;SI.POV.GINI;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;33.9;;;;;;;;33.4;;31.7;;;;33.9;34.3;33.8;32.9;32.6;31.7;31.6;32.5;32.5;32.3;33;32.7;;;;
Suiza;CHE;Crecimiento del PIB (% anual);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;4.0754425603037;3.20050868840995;3.04990759774215;1.45490779888983;-7.28317454031901;-1.40367603571157;2.43365208080522;0.409083778103337;2.49151213225105;4.60197737016877;1.6013358536248;-1.30941743965948;0.639079465408514;3.00845640886848;3.67359591781265;1.85863279612077;1.5854781635592;3.27759624831731;4.33079404691527;3.67462564107078;-0.915816564454047;-0.0437330104444271;-0.125983546778414;1.26975770985732;0.48091614334551;0.539919650946217;2.34017126592072;2.98988444639568;1.69474952342516;3.93693216079933;1.31226983166431;0.162613316990857;0.0395690028651927;2.7762966881987;3.11520191691865;3.98872281604888;4.11176774758097;2.15474411847813;-2.22211193662125;3.00279824507554;1.69275218048341;1.00607781215992;1.85203545309911;2.4491795250496;1.33338850138985;1.7226491078443;1.79947669371998;2.75051698095396;;;
Suiza;CHE;Gasto en investigación y desarrollo (% del PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.44857;;;;2.32344;;;;2.67269;;;;2.71472;;;;3.18623;;;3.3716;;;;;;
Chile;CHL;Índice de Gini;SI.POV.GINI;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.2;;;57.2;;54.8;;56.4;;54.9;;55.5;;52.8;;;51.5;;;47.3;;;47;;46;;45.8;;44.4;;44.4;;;;
Chile;CHL;Crecimiento del PIB (% anual);NY.GDP.MKTP.KD.ZG;;5.24527188577721;4.02668562467936;5.84014013697538;2.55722054231921;0.950272505266042;11.2362424530091;3.61599985502656;3.59201332908737;3.93798327923392;1.82896697107341;9.42268621200233;-1.01994779488233;-5.02924835493734;2.38214933228407;-12.9121010521584;3.83258400873092;10.4446863753088;7.70110360502387;8.41830468602053;7.98662075742482;6.5253703654798;-11.014305060839;-5.01742052484838;4.10368324170109;4.00991620181227;5.37769232223731;6.46046852848676;7.34511045469792;9.92338289712409;3.33356547272084;7.80439218641014;11.1667077338886;6.58878382654488;5.03019797742309;8.93329586945268;6.80291659577689;7.42788980789015;4.32457949685634;-0.412096167033098;5.32693841912362;3.3030473125087;3.10697053227061;4.09104768470421;7.20953970945035;5.74283048945117;6.31717634314714;4.90532450356156;3.52953055326518;-1.5642394429907;5.84417729578996;6.11091882913644;5.31862800041417;4.04500429818519;1.76673978360542;2.30376703610749;1.67054017329502;1.2791833414782;4.02465296525456;;;
Chile;CHL;Gasto en investigación y desarrollo (% del PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.30957;0.37497;0.35202;0.32947;0.35144;0.3622;0.3887;0.37503;0.38073;362;;;;;
Colombia;COL;Índice de Gini;SI.POV.GINI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.5;;;;56.9;;;58.7;58.7;57.2;55.8;53.4;54.8;53.7;;;55.5;54.4;54.7;53.5;52.7;52.8;52.7;51.1;50.8;49.7;50.4;;;
Colombia;COL;Crecimiento del PIB (% anual);NY.GDP.MKTP.KD.ZG;;5.08921698366156;5.41188961407728;3.28670755368852;6.16694132410072;3.60001139244086;5.23673585732512;4.13486416558872;5.93311800239111;6.10251730671246;6.20779696259059;5.9607279444283;7.66914754853083;6.72295496461068;5.74575718887391;2.32325528529216;4.72836873130117;4.15850545534259;8.46990083863976;5.37911898776446;4.08735367309494;2.27687274732989;0.948420786408448;1.57395603828768;3.35068373898201;3.10710619368098;5.82407613847742;5.36893214813603;4.06417324517207;3.41409610863153;4.28199833207572;2.00160759679279;4.04492943774078;5.3854099385677;5.81466190787816;5.2024375925092;2.05585471217387;3.43029367827623;0.569784089866261;-4.20401524369927;2.92486148314592;1.67789830769955;2.50398046550686;3.91827190359832;5.33302206745236;4.70655600893191;6.77940534221133;6.8486547845695;3.25704846539303;1.20542209549299;4.34755326848266;7.36253091447171;3.90305421927597;4.56686977279675;4.72831224597601;2.95594590662741;2.08738250162794;1.35132667631581;2.56922098807335;;;
Colombia;COL;Gasto en investigación y desarrollo (% del PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.29923;0.27366;;;0.12999;0.13183;0.13944;0.15602;0.15353;0.15131;0.1499;0.18498;0.20164;196;0.19532;0.20625;234;0.27128;0.30563;0.28975;0.26694;0.24294;0.23699;;;
República Checa;CZE;Índice de Gini;SI.POV.GINI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.7;26.6;;;25.8;;;;;;26.6;;27.5;26.9;26.7;26;26.3;26.2;26.6;26.4;26.1;26.5;25.9;25.9;25.4;24.9;;;;
República Checa;CZE;Crecimiento del PIB (% anual);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11.614942358929;-0.506542350091891;0.0619042481668259;2.90930946382764;6.22140600246843;4.22281456967646;-0.594659086701967;-0.328715516439146;1.43283947755531;4.26674135904462;2.90876488054445;1.65249405419866;3.60298946034922;4.90656376316664;6.53346880507935;6.85352233442428;5.6026436836669;2.68228272581928;-4.80257209234594;2.27342005374092;1.77783318558407;-0.799844280980295;-0.483671041809359;2.71511613330348;5.30923851823553;2.45054238635723;4.3526035198277;2.95778447296561;;;
República Checa;CZE;Gasto en investigación y desarrollo (% del PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.89446;0.99439;1.06528;1.05452;1.11319;1.10333;1.10202;1.14741;1.14559;1.16835;1.23173;1.30228;1.23933;1.29438;1.33688;1.55571;1.78231;1.89973;1.97285;1.92923;1.68015;1.79079;;;;
Alemania;DEU;Índice de Gini;SI.POV.GINI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.2;;;29.2;28.9;;;28.3;;28.8;30.3;29.9;30;30.4;32.1;31.3;31.3;31.1;30.5;30.2;30.5;;31.1;;31.7;31.9;;;;;
Alemania;DEU;Crecimiento del PIB (% anual);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;3.13269974699064;4.30034129798493;4.77748691493301;0.890068708241017;-0.866738897397596;4.94925839024336;3.34721809157305;3.00849287649234;4.15036332866411;1.40882865990888;0.529240542214367;-0.394840749338101;1.57241015030965;2.8229478325773;2.32793522286853;2.28733926717875;1.40215157719238;3.70723566525066;3.89655172201118;5.25500608859595;5.10826150765951;1.92807343038962;-0.979339906561634;2.398049086341;1.5347974754814;0.820953826499334;1.7836372384923;2.01904748909297;1.89195900764383;2.89518694712132;1.69773236086638;-0.198459062728844;-0.713533477235572;1.18991490034335;0.721853764966724;3.81458790454661;2.98407727316592;0.96226644174557;-5.69715162828702;4.1789690378929;3.92413341771297;0.41955108005358;0.428243261672193;2.22568874914928;1.73974982269824;2.22999996699747;2.46503002917808;1.52744629830981;;;
Alemania;DEU;Gasto en investigación y desarrollo (% del PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.13716;2.1788;2.2123;2.33383;2.39166;2.38558;2.41543;2.4566;2.42079;2.42253;2.45604;2.44633;2.59712;2.72644;2.71367;2.79562;2.86813;2.82105;2.86691;2.91197;2.91712;3.02233;;;;
Dinamarca;DNK;Índice de Gini;SI.POV.GINI;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.2;;;;;24.7;;;23;;;;;23.8;;;25.6;24.9;25.2;25.9;26.2;25.2;26.7;27.2;27.3;27.8;28.5;28.4;28.2;28.2;28.7;;;;
Dinamarca;DNK;Crecimiento del PIB (% anual);NY.GDP.MKTP.KD.ZG;;6.37883247557384;5.66682217271807;0.637021234202351;9.26993821451794;4.55525481407106;2.74091010903237;5.53037000752011;5.55307657638726;6.50924838489951;1.59684183876865;3.00499556200879;3.92938529681703;4.09294613476851;-1.12239431043449;-1.45664495693471;5.92460627307688;1.87029096181028;2.22630855105066;3.86911153084107;-0.482986390622273;-0.666124083516877;3.68457289377567;2.5960719203777;4.16613796743053;4.00375177406835;4.90417842014259;0.254266246784482;-0.0136011602063491;0.645187431976638;1.47524426157177;1.39363400503063;1.95700670472409;0.0106876521799961;5.33246266135845;3.02758730901766;2.90009972939423;3.26089019723177;2.21815869903659;2.94802217396024;3.74686261409498;0.823153020719275;0.466345549014747;0.390058528624792;2.66821929069209;2.33664132484286;3.91300794127373;0.909238959176889;-0.512016734783217;-4.9065477294027;1.87099110975051;1.33677777779432;0.22649979701626;0.933340957051087;1.61939381663372;2.3425904296801;3.24595766559814;2.036165206055;2.39132968541817;;;
Dinamarca;DNK;Gasto en investigación y desarrollo (% del PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.80667;1.88914;2.00619;2.12764;;2.32466;2.44145;2.51085;2.41916;2.39337;2403;2.51541;2.77346;3.05514;2.91707;2.94465;2.98125;2.97048;2.91404;3.05497;3.11868;3.05583;;;;
España;ESP;Índice de Gini;SI.POV.GINI;;;;;;;;;;;;;;;;;;;;;34.5;;;;;34.4;;;;;32;;;;;36.7;;;;;34.3;;;31.8;33.3;32.4;33.5;34.1;34.2;34.9;35.2;35.7;35.4;36.2;36.1;36.2;35.8;34.7;;;;
España;ESP;Crecimiento del PIB (% anual);NY.GDP.MKTP.KD.ZG;;11.8386741948332;9.95343810301794;9.59649887419761;5.30851024557151;6.253134898985;7.24606030950785;4.34033841707489;6.59702013758312;8.90701555527096;4.29063938766936;4.64947345550061;8.14974587576147;7.78846528076687;5.61878576869906;0.542203303441539;3.30379152631146;2.83857429483281;1.46300338391907;0.0415465097494092;2.20872811134694;-0.132468611532843;1.2464617264703;1.77011576368994;1.78468752120753;2.32143585473783;3.25332172679546;5.54712260806937;5.09432422622058;4.82703029674177;3.78139345753306;2.54600057704889;0.929215430589835;-1.03149177665361;2.38319530731724;2.75749403865821;2.66052445272342;3.70258028536841;4.39303735124493;4.49049131553554;5.24599468041613;3.93294884333099;2.73102223160264;2.98189483596207;3.12279524151424;3.65203267433178;4.10272711542463;3.60468797126931;0.887145182485298;-3.76323192690089;0.163010230841422;-0.81437345515107;-2.95944130173555;-1.43539425919327;1.38390794267029;3.83517266033846;3.03130132981933;2.8917681073267;2.35100813140505;;;
España;ESP;Gasto en investigación y desarrollo (% del PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.78949;0.77964;0.85102;0.84052;0.88495;0.89019;0.96005;1.02219;1.03849;1.09577;1.17217;1.23448;1.31706;1.35134;1.34961;1.32508;1.28788;1.26859;1.23535;1.21832;1.18526;1.20482;;;;
Estonia;EST;Índice de Gini;SI.POV.GINI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.5;;;;;;;;;;37.2;33.6;33.4;33.7;31.2;31.9;31.4;32;32.5;32.9;35.1;34.6;32.7;31.2;30.4;;;;
Estonia;EST;Crecimiento del PIB (% anual);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.6424246224986;4.52668179218799;4.93597164680249;13.0465348779449;4.33029578271929;-0.403435554874093;10.106520167909;5.97960281497825;6.80239085441958;7.56669202509161;6.76745667087503;9.49029679825276;9.71875924288119;7.57358092049655;-5.08894221126678;-14.4338686354076;2.70690275278302;7.4415848189133;3.11023455542406;1.34618783576073;2.98732581885494;1.84488517975394;2.63156790553847;5.74880209154125;4.76115846853359;;;
Estonia;EST;Gasto en investigación y desarrollo (% del PIB);GB.XPD.RSDV.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.57074;0.68063;0.60009;0.69946;0.71649;0.76777;0.85193;0.92364;1.11666;1.06884;1.25952;1.39541;1.58162;2.30655;2.12265;1.72216;1.42931;1.46604;1.2468;1.28867;;;;
